SKU,Brand,Description,Qty 2023-24,Category,Core/Non Core
100605010131,WORKSTORE,"ECO FRIENDLY PRINTING  PAPER  70 GSM, A4 SIZE (500 SHEETS/ REAM) OR SIMILAR","6,19,744.00",Office Supplies,CORE
100605010017,WORKSTORE,"MULTIPURPOSE PRINTING PAPER 75 GSM, A4 SIZE(500 SHEETS/ REAM) OR SIMILAR","4,84,232.00",Office Supplies,CORE
100623040317,WORKSTORE,SF40044 Eco Notepad  1/8 40 Shheets 1Piece,"2,09,443.00",Office Supplies,CORE
100803050008,CAMLIN,"Camlin Permanent Marker, Plastic Body, Black - 7270016","1,98,810.00",Office Supplies,CORE
100214010033,WORKSTORE,WORKSTORE  BROWN TAPE SIZE 48MM (2 INCH) 50METERS LENGTH OR SIMILAR,"1,43,859.00",Office Supplies,CORE
100623050833,WORKSTORE,SF40049 WIRO NOTEBOOK B5 100PGS 60GSM,"1,30,346.00",Office Supplies,CORE
100214060097,WORKSTORE,WORKSTORE  TRANSPARENT  TAPE SIZE 48MM (2 INCH) 50 METERS LENGTH OR SIMILAR,"1,27,903.00",Office Supplies,CORE
100803060114,WORKSTORE,"SF50004, White Board Marker, Black","1,27,033.00",Office Supplies,CORE
100806011684,WORKSTORE,"EASY Fine Tip Ball Pen, Blue,  5 pcs/pack","1,25,530.00",Office Supplies,CORE
100623050834,WORKSTORE,SF40050 WIRO NOTEBOOK A5 100PGS 60GSM,"1,25,503.00",Office Supplies,CORE
100214060096,WORKSTORE,WORKSTORE  TRANSPARENT  TAPE SIZE 24MM (1 INCH),"1,24,981.00",Office Supplies,CORE
100605010018,JK,"JK Copier Paper, 75 GSM, A4, WWhite, 500 Sheets/Ream","1,17,898.00",Office Supplies,CORE
100207020066,WORKSTORE,Workstore ST-1515 15GMS GLUE STICK,"1,05,411.00",Office Supplies,CORE
10045803,CELLO,Cello Tri-mate Ball Pen Black (Pack of 5),"96,525.00",Office Supplies,CORE
100403010066,WORKSTORE,WORKSTORE ECO COBRA SPRING FILE  450 GSM OR SIMILAR,"90,796.00",Office Supplies,CORE
100401010126,WORKSTORE,WORKSTORE 30003 LEVER ARCH BOX FILE SIZE FULLSCAPEIMPORTED CLIP  OR SIMILAR,"88,051.00",Office Supplies,CORE
100623050736,WORKSTORE,SF40030 WIRO NOTEBOOK A4 100PGS 60GSM,"82,390.00",Office Supplies,CORE
100501070037,STANDARD,"Cloth Duster Checked Red Colorr, 16"" X 24""","77,558.00",Cleaning & Hygiene Products,CORE
10051169,C&W,C&W Oxo-Biodegradable Garbage Bag Black 19X21 Pack of 30,"77,118.00",Cleaning & Hygiene Products,CORE
100501070035,STANDARD,"Cloth Duster Checked Blue Color, 16"" X 24""","74,660.00",Cleaning & Hygiene Products,CORE
100803060112,WORKSTORE,"SF50002, White Board Marker, Blue","73,915.00",Office Supplies,CORE
100501070020,STANDARD,"Duster Cloth Glass 20"" X20"" (Blue)","65,540.00",Cleaning & Hygiene Products,CORE
100501070036,STANDARD,"Cloth Duster Checked Green Collor, 16"" X 24""","63,637.00",Cleaning & Hygiene Products,CORE
100501070022,STANDARD,"Duster Cloth Glass 20"" X20"" (Red)","63,252.00",Cleaning & Hygiene Products,CORE
10057913,CELLO,CELLO GRIPPER BALL PEN BLUE INK 0.5MM (PACK OF 10 PCS),"61,484.00",Office Supplies,CORE
100623040319,WORKSTORE,SF40042 Eco Notepad  1/4 40 Shheets 1Piece,"59,951.00",Office Supplies,CORE
100803050009,CAMLIN,"Camlin Permanent Marker, Plastic Body, Blue - 7270018","59,446.00",Office Supplies,CORE
100207020067,WORKSTORE,Workstore ST-0815 08GMS GLUE STICK,"59,269.00",Office Supplies,CORE
100403010041,WORKSTORE,WORKSTORE PREMIUM COBRA SPRING FILE  550 GSM OR SIMILAR,"59,086.00",Office Supplies,CORE
100803030122,CAMLIN,Camlin CD Dvd Marker Pen Black - 7289016,"56,171.00",Office Supplies,CORE
10049872,ODONIL,Air Freshner Cake Odonil 50gms,"55,864.00",Cleaning & Hygiene Products,CORE
100803060002,CAMLIN,"Camlin White Board Marker, Plastic Body, Black - 7268016","55,854.00",Office Supplies,CORE
100214010038,WORKSTORE,WORKSTORE  BROWN TAPE SIZE 72MM (3 INCH) 50 METERS LENGTH OR SIMILAR,"53,207.00",Office Supplies,CORE
100501070028,STANDARD,"Duster Cloth Floor 20"" x 20""","52,594.00",Cleaning & Hygiene Products,CORE
200101010021,DURACELL,Duracell MN1500 Alkaline batteryAA(LR6)1.5V 2Pc/Pk 8155828,"51,457.00",Office Supplies,CORE
100214020011,DEER,"YELLOW DOUBLE-SIDED FOAM TAPE   WIDTH 24 MM(1"" INCH) OR SIMILAR","49,980.00",Office Supplies,CORE
10051727,CELLO,CELLO TRI-MATE BALL PEN BLUE 5 PCS/ PACK of 1,"46,164.00",Office Supplies,CORE
100806010027,CELLO,"Cello Fine Grip Ball Pen, 0.7 MM, Blue, 5 Pc/Pack","45,617.00",Office Supplies,CORE
100501210010,STANDARD,"Brush Feather Static Duster, Assorted Colors","43,496.00",Cleaning & Hygiene Products,CORE
100506070002,STANDARD,"Yellow Cloth Duster, Size 18""  x 27""","43,196.00",Cleaning & Hygiene Products,CORE
100204010094,WORKSTORE,Workstore ST-6242 MULTIPURPOSE CUTTER,"43,190.00",Office Supplies,CORE
100503020047,C&W,C&W Facial Tissue  2ply 100 Puulls  per pack (Pack of 4),"43,154.00",Cleaning & Hygiene Products,CORE
200101010015,EVEREADY,Eveready 1015 Heavy Duty battery AA/R06 1.5 V,"42,713.00",Office Supplies,CORE
100623040320,WORKSTORE,SF40043 Eco Notepad  1/6 40 Shheets 1Piece,"42,222.00",Office Supplies,CORE
200101010033,EVEREADY,Eveready 1012 Heavy Duty battery AAA/R03 1.5 V,"41,190.00",Office Supplies,CORE
100803060003,CAMLIN,"Camlin White Board Marker, Plastic Body, Blue - 7268018","39,705.00",Office Supplies,CORE
10051170,C&W,C&W Oxo-Biodegradable Garbage Bag Black 30X40 Pack of 10,"39,411.00",Cleaning & Hygiene Products,CORE
100616030096,WORKSTORE,SF40037; Stickies-Yellow Notess; Size 3x3; 100 Sheets/Pack,"38,972.00",Office Supplies,CORE
100207010041,FEVIKWIK,Fevikwik Super Glue 3 G,"38,646.00",Office Supplies,CORE
10045692,3M,"3M Scotch Brite Pad 3""x4"" (Pacck of 4)","36,856.00",Cleaning & Hygiene Products,CORE
100212040045,KANGARO,"Kangaro No 10, HS-R10 / HD-10 Stapler, 10 Sht, No 10 Staple","36,756.00",Office Supplies,CORE
10051171,C&W,C&W Oxo-Biodegradable Garbage Bag Black 30X50 Pack of 10,"36,199.00",Cleaning & Hygiene Products,CORE
100623040046,WORKSTORE,Conference Pad; Corporate; 20  pgs; 60gsm paper; A5 6 Pcs,"35,969.00",Office Supplies,CORE
100509010001,STANDARD,Hand Gloves Rubber Orange XL Size,"34,576.00",Cleaning & Hygiene Products,CORE
100616030095,WORKSTORE,"SF40036, Stickies-Yellow Notess, Size 2x3"", 100 Sheets/Pack","33,694.00",Office Supplies,CORE
100803060111,WORKSTORE,"SF50001, White Board Marker, RRed","33,475.00",Office Supplies,CORE
100214060128,WORKSTORE,"WORKSTORE  TRANSPARENT TAPE, 72MM (3 INCH) X 50  METERS LENGTH OR SIMILAR","33,348.00",Office Supplies,CORE
100623070016,STANDARD,STANDARD C-RULED REGISTER-55GSM-3 QUIRE,"33,109.00",Office Supplies,CORE
10049674,STANDARD,URINAL SCREEN MAT ANTI-SPLASH1pcs,"33,055.00",Cleaning & Hygiene Products,CORE
100806011192,WORKSTORE,Workstore Easy sleek Ball pen blue ink (20 pcpack),"32,827.00",Office Supplies,CORE
10051080,GODREJ,Godrej Aerpocket,"32,336.00",Cleaning & Hygiene Products,CORE
100210010220,WORKSTORE,Workstore ST-6676 132MM EASY GRIP SCISSOR,"30,556.00",Office Supplies,CORE
10049891,COLIN,Cleaning Liquid Colin 500ml,"29,761.00",Cleaning & Hygiene Products,CORE
100803060113,WORKSTORE,"SF50003, White Board Marker, Green","29,486.00",Office Supplies,CORE
100806011685,WORKSTORE,"EASY Fine Tip Ball Pen, Black,, 5 pcs/pack","28,879.00",Office Supplies,CORE
100203010009,CAMLIN,"Camlin Correction Fluid Pen, Metal Tip - 7700198","28,004.00",Office Supplies,CORE
100503060088,C&W,"Toilet Rolls 100gms, 10x11cms,, 35gsm, 2 Ply, 20 Rolls Pack","27,901.00",Cleaning & Hygiene Products,CORE
200101010025,DURACELL,Duracell MN2400 Alkaline battery AAA 1.5V 2Pc/Pk 81558283,"27,215.00",Office Supplies,CORE
102301010002,DURACELL,Duracell AA8 Alkaline Battery (Pack of 8 pcs) - 81580461,"26,953.00",Office Supplies,CORE
100623070015,STANDARD,STANDARD C-RULED REGISTER-55GSM-2 QUIRE,"26,552.00",Office Supplies,CORE
100204010093,WORKSTORE,Workstore ST-7242 JUMBO MULTIPURPOSE CUTTER,"25,651.00",Office Supplies,CORE
100803060004,CAMLIN,"Camlin White Board Marker, Plastic Body, Green - 7268175","24,223.00",Office Supplies,CORE
100212010017,KANGARO,Kangaro Staple Pins No.10 20 Pack/Box,"23,259.00",Office Supplies,CORE
10049630,DETTOL,Dettol Handwash Liquid 200 ml Dispenser Pump,"22,822.00",Cleaning & Hygiene Products,CORE
100803060005,CAMLIN,"Camlin White Board Marker, Plastic Body, Red - 7268369","22,756.00",Office Supplies,CORE
100603010008,STANDARD,"Art Paper Chart Paper, Size  228 x 30, Colour White","22,045.00",Office Supplies,CORE
10046050,WORKSTORE,Workstore Yellow Highlighter W105 1 Pc,"21,558.00",Office Supplies,CORE
100805020014,NATARAJ,"NATARAJ 621 PENCILS, HB, (PACK OF 10)","21,556.00",Office Supplies,CORE
10049635,DETTOL,Dettol Original Handwash Liquid Refill Pouch 175gms,"21,501.00",Cleaning & Hygiene Products,CORE
100806010069,LINC,LINC GLYCER BALL PEN; 0.6 MM; BLUE; 5 PCS/PACK,"21,247.00",Office Supplies,CORE
100509010004,STANDARD,Hand Gloves Rubber Medium Red Colour 1 Pair,"20,761.00",Cleaning & Hygiene Products,CORE
100302050057,WORKSTORE,Workstore ST-1333 BOARD DUSTERR SMALL SIZE,"20,543.00",Office Supplies,CORE
100408090058,WORKSTORE,Transparent Polypropylene Sheet Protector A/4 100Pcs/Pk,"20,373.00",Office Supplies,CORE
100501190096,STANDARD,STANDARD HEAVY DUTY FLOOR SCRAPPER,"19,922.00",Cleaning & Hygiene Products,CORE
100616030097,WORKSTORE,SF40038 Stickies Yellow Notes Size 3x4 100 Sheets/Pack,"19,843.00",Office Supplies,CORE
10049680,HARPIC,Cleaning Liquid Harpic 500ml,"19,771.00",Cleaning & Hygiene Products,CORE
10046049,WORKSTORE,Workstore Stamp Pad WS102 Small (88x54MM) Violet Color,"18,644.00",Office Supplies,CORE
102102010002,KORES,KORES  CLASSIC PREMIUM HB  PENCILS 10 PC PACK,"18,545.00",Office Supplies,CORE
10050688,GODREJ,Godrej aer Air Freshener Spray 270ml Voilet Valley Bloom,"18,407.00",Cleaning & Hygiene Products,CORE
100501010008,STANDARD,"Broom Stick Coconut, 250 Gms","18,249.00",Cleaning & Hygiene Products,CORE
100401010148,SAS,WORKSTORE  30015 CARDBOARD INDEX BOX  FILE WITH KANGARO CLIP F/S SIZE  OR SIMILAR,"18,163.00",Office Supplies,CORE
100202050031,WORKSTORE,Workstore  Rubber Bands 2 Inch 500 gm/Pck,"18,157.00",Office Supplies,CORE
100408050142,STANDARD,DOCUMENT MY CLEAR BUTTON BAG FOLDER (SIZE F/S) OR SIMILAR,"17,637.00",Office Supplies,CORE
100202040076,WORKSTORE,Workstore ST-1545 Colored Push Pins,"17,616.00",Office Supplies,CORE
10045691,3M,"3M Scotch Brite Pad 4""x6"" (Pacck of 4)","17,534.00",Cleaning & Hygiene Products,CORE
10049849,KIWI,KIWI CLEANING POWDER DRAINEX 50GMS SACHET FORDRAIN CLEANER,"17,273.00",Cleaning & Hygiene Products,CORE
100501070003,STANDARD,"Yellow Cloth Duster, Size 24""  x 27""","17,085.00",Cleaning & Hygiene Products,CORE
100806010028,CELLO,"Cello Fine Grip Ball Pen, 0.7 MM, Black, 5 Pc/Pack","16,701.00",Office Supplies,CORE
10054501,AURA,AURA LAVENDER ROOM FRESHNER 300 ML  PCS - 1,"16,105.00",Cleaning & Hygiene Products,CORE
102301010003,DURACELL,Duracell AAA4 Alkaline Battery (Pack of 4 pcs)- 81580463,"16,054.00",Office Supplies,CORE
100207020011,FEVISTIK,Fevistik Super Glue Stick 8 G,"15,907.00",Office Supplies,CORE
100806050323,UNIBALL,"Uniball Click Gel Pen , Blue","15,854.00",Office Supplies,CORE
100501190064,STANDARD,Liquid Spray Bottle & Cap With Trigger,"15,686.00",Cleaning & Hygiene Products,CORE
100501010010,STANDARD,"Broom Soft Grass, 250gms","15,428.00",Cleaning & Hygiene Products,CORE
100210010222,WORKSTORE,Workstore ST-7676 178MM EASY GRIP SCISSOR,"15,164.00",Office Supplies,CORE
100603020006,STANDARD,STANDARD BROWN PAPER WITH LAMINATION,"14,921.00",Office Supplies,CORE
100803050011,CAMLIN,"Camlin Permanent Marker, Plastic Body, Red - 7270369","14,893.00",Office Supplies,CORE
100623070014,STANDARD,STANDARD C-RULED REGISTER-55GSM-1 QUIRE,"14,856.00",Office Supplies,CORE
100705010011,CAMLIN,"Camlin Assorted Sketch Pen Set- In Pouch, 12 Pc/Pk - 404455","14,341.00",Office Supplies,CORE
100209010007,CAMLIN,"Camlin Exam Plastic Scale 12""- 5248491","14,163.00",Office Supplies,CORE
10051734,CELLO,CELLO SUPER STAR/ MY GEL PEN BLUE  (PACK of 5),"13,999.00",Office Supplies,CORE
110101010035,KLEENAL,Kleenal CHM-40 Micro Fiber Cleaning cloth,"13,588.00",Cleaning & Hygiene Products,CORE
100806011400,STANDARD,Workstore Easy sleek Ball pen black ink (20 pcpack),"13,399.00",Office Supplies,CORE
100408020102,WORKSTORE,PLASTIC TRANSPARENT REPORT FILE - A4 SIZE OR SIMILAR,"13,334.00",Office Supplies,CORE
100408070106,WORKSTORE,WORKSTORE L FOLDER-A4 SIZE TRANSPARENT COLOR (PACK OF 20) OR SIMILAR,"13,086.00",Office Supplies,CORE
10049922,VIM,Cleaning Liquid Vim Dishwash 500ML Bottle,"13,078.00",Cleaning & Hygiene Products,CORE
10051175,C&W,C&W Oxo-Biodegradable Garbage Bag Green 19X21 Pack of 30,"12,855.00",Cleaning & Hygiene Products,CORE
100501110024,KLEENAL,Kleenal MC-300 Clip mop Cotton Refill 300 gms,"12,811.00",Cleaning & Hygiene Products,CORE
10049919,VIM,VIM Bar Dishwashing Soap MRP 10,"12,504.00",Cleaning & Hygiene Products,CORE
100202010152,WORKSTORE,Workstore ST 2555 BINDER CLIP 25MM,"11,448.00",Office Supplies,CORE
100211010022,CAMEL,CAMLIN/KORES  STAMP PAD INK VIOLET 25 ML - 7612451,"11,361.00",Office Supplies,CORE
100616030094,WORKSTORE,"SF40035, Stickies-Yellow Notess, Size 1.5 x 2"", 100 Sheets/P","10,964.00",Office Supplies,CORE
100503030039,C&W,"M-Fold Towel, 21 x 21 cms, Whiite, 150 Pulls, 20 pack/Case","10,800.00",Cleaning & Hygiene Products,CORE
10049686,LIZOL,LIZOL F.C  CLEANING LIQUID 500ML,"10,603.00",Cleaning & Hygiene Products,CORE
100302050058,WORKSTORE,Workstore ST-3333 MAGNETIC BOAARD DUSTER BIG SIZE,"10,504.00",Office Supplies,CORE
100803030123,CAMLIN,Camlin CD Dvd Marker Pen Blue - 7289018,"10,305.00",Office Supplies,CORE
100214010039,WORKSTORE,"SF20011, Brown Tape, 24 MM (1 Inch) x 50 M","10,160.00",Office Supplies,CORE
100623070011,STANDARD,STANDARD C-RULED REGISTER 4 QUIRE F/S,"10,030.00",Office Supplies,CORE
10057239,GALA,GALA  MOP WET REFILL  240/R Clipp `N'  FIT 350 GM APPROX WEIGHT PCS - 1,"9,992.00",Cleaning & Hygiene Products,CORE
100202010153,WORKSTORE,Workstore ST1955 Binder Clip 19MM,"9,884.00",Office Supplies,CORE
10058860,GODREJ,GODREJ Aer Matic AIR FRESHENER REFILL 225 ML  PCS - 1,"9,830.00",Cleaning & Hygiene Products,CORE
100608010030,STANDARD,"STANDARD WHITE PAPER ENVELP, 70 GSM, 9.5"" X 4.5"",(Pack of 50)","9,728.00",Office Supplies,CORE
10046048,WORKSTORE,Workstore Stamp Pad WS101 Medium (108x65MM) Violet Color,"9,599.00",Office Supplies,CORE
100214060030,WONDER,"WONDER TRANSPARENT BOPP TAPE, WIDTH 0.5 INCH X 50 MTRS ROLL","9,424.00",Office Supplies,CORE
100212040007,KANGARO,"Kangaro Stapler HS-10D / HD-10D, 10 Sheets, No 10 Staple","9,362.00",Office Supplies,CORE
10046051,WORKSTORE,"Workstore Prompts 1""x3"" 3 colors 150 Prompts","9,140.00",Office Supplies,CORE
100401010129,WORKSTORE,WORKSTORE  30006 PVC LAMINATED  LEVER ARCH BOX FILF/S OR SIMILAR,"9,049.00",Office Supplies,CORE
100501220025,STANDARD,"Scrubbing Pad Sponge Pad White 4"" X  6""","9,049.00",Cleaning & Hygiene Products,CORE
100401010151,WORKSTORE,WORKSTORE  30017 PVC LAMINATED LEVER ARCH BOX FILEF/S WITH KANGARO CLIP OR SIMILAR,"8,988.00",Office Supplies,CORE
100202020131,WORKSTORE,Workstore ST 4545 Colored Paper Clips,"8,935.00",Office Supplies,CORE
100803030124,CAMLIN,Camlin CD Dvd Marker Pen Red - 7289369,"8,910.00",Office Supplies,CORE
10049886,PRIL,Cleaning Liquid Pril Concentrate 425ml Utensil Cleaner,"8,901.00",Cleaning & Hygiene Products,CORE
100302010005,STANDARD,"STANDARD MAGNETIC BUTTONS;ROUND SHAPE;DIA30 MM;ASSORTED,(PACK OF 6 )","8,840.00",Office Supplies,CORE
100408070061,STANDARD,MORACCO L FOLDER TRANSPARENT SIZE A4  OR SIMILAR,"8,778.00",Office Supplies,CORE
10051040,WORKSTORE,Workstore WSSF-42 Transparent A-4 Strip Folder(Pck of 10),"8,707.00",Office Supplies,CORE
100605010130,TRIDENT,"SPECTRA PRINTING PAPER 75 GSM,  A4 SIZE (500 SHEETS/ REAM) OR SIMILAR","8,695.00",Office Supplies,NON CORE
